Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,BusinessParking,RestaurantsDelivery,WiFi,Caters,BikeParking,RestaurantsPriceRange,BusinessAcceptsCreditCards,OutdoorSeating,WheelchairAccessible,DogsAllowed,GoodForKids,NoiseLevel,Alcohol,HasTV,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,GoodForMeal,RestaurantsAttire,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,ByAppointmentOnly,BYOB,DriveThru,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,BYOBCorkage,AcceptsInsurance,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekhour,environment,atmosphere,ambiance,books,noisy,noise,dessert,cake,tiramisu,food,drink,coffee,price,service,open,close,ceremony,bubble,boba,rainbow,taro,green_tea,oolong_tea,black_tea,red_tea,matcha,herbal,jasmine,taiwanese,Atmosphere_Rating,Food_Rating,Price_Rating,Service_Rating,Tea_Ingredients_Rating,Tea_Types_Rating,Overall,Atmosphere_Rating_n,Food_Rating_n,Price_Rating_n,Service_Rating_n,Tea_Ingredients_Rating_n,Tea_Types_Rating_n,environment_n,atmosphere_n,ambiance_n,books_n,noisy_n,noise_n,dessert_n,cake_n,tiramisu_n,food_n,drink_n,coffee_n,price_n,service_n,open_n,close_n,ceremony_n,bubble_n,boba_n,rainbow_n,taro_n,green_tea_n,oolong_tea_n,black_tea_n,red_tea_n,matcha_n,herbal_n,jasmine_n,taiwanese_n,environment_std,atmosphere_std,ambiance_std,books_std,noisy_std,noise_std,dessert_std,cake_std,tiramisu_std,food_std,drink_std,coffee_std,price_std,service_std,open_std,close_std,ceremony_std,bubble_std,boba_std,rainbow_std,taro_std,green_tea_std,oolong_tea_std,black_tea_std,red_tea_std,matcha_std,herbal_std,jasmine_std,taiwanese_std,Suggestions,strengths
384,mrXJWyB5ZneRfzgBprctVQ,OneZo,19 Billings Rd,Quincy,MA,2171,42.27301404,-71.02594111,3.5,102,1,"Food, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,None,None,None,None,TRUE,None,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,80.5,2.3412848,3.8137602999999998,4.503112000000001,0.0,0.0,0.0,3.7662265,0.0,3.1423569,3.322919,3.0961351,3.7972867,3.9320730000000004,3.2121377,4.4961367,3.9984016000000002,0.0,3.8197584000000004,4.032464,0.0,3.0732331000000004,3.8062837,0.0,0.0,0.0,3.699118,0.0,0.0,2.83891,3.36264044,3.131204775,3.9320730000000004,3.2121377,3.830960268,3.7387022439999997,3.534619738,5,97,2,9,203,27,2,2,1,0,0,0,2,0,1,15,82,1,2,9,1,2,0,48,123,0,32,18,0,0,0,8,0,0,1,0.26467907,0.49388754,0.0,0.0,0.0,0.0,0.27966905,0.0,0.0,1.1061633,1.3951978999999999,0.0,0.5176419,1.0306855,0.0,0.12613952,0,0.8648246999999999,0.9067745999999999,0.0,1.3060919,0.76233894,0.0,0.0,0.0,0.8011576,0.0,0.0,0.0,"Seems like you need to work hard on improving your environment, atmosphere etc. Some people complained about your desserts, we suggest pay more attention on your desserts. We found Food quality wasn't good. And drink quality wasn't good. The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, matcha tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The price you set are reasonable, customers praise the price a lot. In the tea type aspect, we found that the following tea types  was/were more popular than other shops! "
385,ERmtADckDpHOeP3wQOqoLg,Tbaar,5816 Conroy Rd,Orlando,FL,32835,28.49330719,-81.46083692,4.5,96,1,"Bubble Tea, Food, Juice Bars & Smoothies, Restaurants, Hawaiian",TRUE,"{garage: False, street: None, validated: None, lot: None, valet: False}",TRUE,free,TRUE,None,None,TRUE,None,TRUE,FALSE,TRUE,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,11:0-22:0,11:0-22:0,78.0,4.8230553,4.9646845,4.0545516,0.0,0.0,0.0,0.0,0.0,0.0,4.3105044,3.6245205,3.7852907,3.6855337999999995,3.9351491999999997,3.4637737,4.5199795,0.0,4.1427608,3.9578812000000005,0.0,3.7885377,4.2330904,0.0,3.0461926,0.0,4.0602407,0.0,4.146980999999999,0.0,4.4624083169999995,3.76171728,3.6855337999999995,3.9351491999999997,3.958734986,3.903996063,3.951256607,6,30,9,16,111,16,2,1,3,0,0,0,0,0,0,6,24,3,9,16,2,4,0,17,76,0,18,8,0,4,0,2,0,2,0,0.0032348629999999997,0.0,0.98519826,0.0,0.0,0.0,0.0,0.0,0.0,1.0126221,1.1248648,0.72084904,0.8965661,1.4679716,1.1724205,0.51618147,0,0.8286515,1.0390682,0.0,1.1287317,0.7803773,0.0,0.8763389000000001,0.0,0.9201676999999999,0.0,0.7981764,0.0,"In terms of tea ingredients. The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types black tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. The food are very delicious. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. In the tea type aspect, we found that the following tea types green tea, matcha tea, jasmine tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
386,xyVO973jt1bRk_3IpnYzzA,SnoMo,"11220 N Lamar Blvd, Ste B275",Austin,TX,78753,30.38231142,-97.68802238,4.5,492,1,"Desserts, Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Shaved Ice, Shaved Snow, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,average,None,None,None,None,None,None,None,None,None,FALSE,FALSE,None,FALSE,None,None,None,None,None,None,None,None,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,60.0,4.649571,3.9707668,4.610572,0.0,4.0163345,0.0,4.1565995000000004,3.6039627,0.0,3.5546794000000004,3.203584,4.064164,3.5287564,3.8274345000000003,4.1023364,4.268986,0.0,4.2736044,4.1842585,4.214439,4.3595333,4.259073,0.0,0.0,0.0,4.282567,0.0,3.2945237,4.4360714,4.195409908,3.389458035,3.5287564,3.8274345000000003,4.262731212,4.279153036,3.913823849,24,51,40,55,273,112,7,16,1,0,1,0,141,3,0,27,24,35,40,55,20,17,0,34,125,11,103,31,0,0,0,49,0,4,28,0.28025436,0.81979996,0.0,0.0,0.0,0.0,0.87731624,1.3347464,0.0,1.0827781,1.2084291,0.93419534,1.006494,1.2525587,0.968701,0.8267213,0,0.6976416,0.94287854,0.5802742,0.77569294,0.7129208,0.0,0.0,0.0,0.7859276,0.0,1.3127521999999998,0.53181916,"You need to improve your atmosphere. We found Food quality wasn't good. And drink quality wasn't good. In terms of tea type, we found that the following tea types jasmine tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. People love your rainbow jelly. Tora in the tea is delicious. In the tea type aspect, we found that the following tea types green tea, matcha tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
387,NW6xfyanqKlrEkpnLssreg,Happy Lemon Boston,417 Washington St,Boston,MA,2108,42.3558635,-71.0604975,4.0,157,1,"Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea",TRUE,"{garage: None, street: None, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,average,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,12:0-18:0,54.0,4.372748400000001,0.0,0.0,0.0,0.0,0.0,3.1074574,0.0,3.7966062999999997,3.7306334999999997,3.5702404999999997,3.0852357999999995,3.7759366,4.2985525,4.1838117,4.5620400000000005,0.0,4.18804,3.9971135,0.0,4.732191,3.8809720999999997,3.7247297999999995,4.806867,0.0,3.512354,0.0,4.6194305,0.0,4.372748400000001,3.6218924830000003,3.7759366,4.2985525,4.1154647330000005,3.9270776869999997,4.018612067,2,118,14,26,161,91,2,0,0,0,0,0,1,0,3,38,80,1,14,26,5,4,0,69,84,0,8,73,4,6,0,6,0,2,0,0.6035024999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7775798,0.9416681999999998,1.1346931,0.0,0.9451689,0.76523453,0.85629296,0.41472468,0,0.9817309999999999,1.0056095,0.0,0.24058452,0.8110904000000001,0.8442934000000001,0.22286311,0.0,0.9447221,0.0,0.34364963,0.0,"In terms of tea type, we found that the following tea types green tea, oolong tea, matcha tea was/were not good as other tea shops, we suggest you improve that part. ","The drinks are way above the average. The food are very delicious. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. Tora in the tea is delicious. In the tea type aspect, we found that the following tea types black tea, jasmine tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
388,WSpYhcfzAU-Vy6dt15_sew,Chun Fun How,1067 W Broadway,Vancouver,BC,V6H 1E2,49.2636176,-123.12819409999999,4.5,24,1,"Food, Bubble Tea",None,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8430827000000005,0.0,0.0,3.2675362,0.0,0.0,0.0,4.130418,4.6178040000000005,0.0,3.9545269999999997,3.8487704,4.575247,4.4565339999999996,0.0,0.0,0.0,0.0,4.5055037,,3.8430827000000005,,3.2675362,4.1677974,4.418677375,3.924273419,0,11,0,7,25,12,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,19,3,0,3,2,6,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2026447,0.0,0.0,1.2083716,0.0,0.0,0,0.97190565,0.20838383,0.0,0.40248573,0.17805552,0.25027654,0.23635258,0.0,0.0,0.0,0.0,0.0,"The service was one thing you need to take into account. In terms of tea type, we found that the following tea types green tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. In terms of tea ingredients. Boba and bubble you made are popular. Tora in the tea is delicious. In the tea type aspect, we found that the following tea types oolong tea, black tea was/were more popular than other shops! "
389,zMXBp58O-IZbDKlisrhzLQ,Ding Tea PSU,536 SW College St,Portland,OR,97201,45.5093862,-122.6831587,4.0,24,1,"Juice Bars & Smoothies, Coffee & Tea, Food, Bubble Tea, Restaurants, Taiwanese",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,12:0-20:0,None,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-19:0,47.0,0.0,3.8310974,0.0,0.0,0.0,0.0,0.0,4.995556,0.0,0.0,3.1544335,4.640487,0.0,2.889743,3.6420673999999997,0.0,0.0,4.3986106,4.429367500000001,0.0,3.3052113,4.005481700000001,0.0,4.528126,0.0,4.7032940000000005,0.0,3.5960305,4.902392400000001,3.8310974,3.1544335,,2.889743,4.293644726,4.037428525,3.64126943,2,14,0,5,43,20,0,2,0,0,0,0,0,1,0,0,14,1,0,5,5,0,0,7,31,0,5,3,0,2,0,4,0,10,1,0.0,0.87319016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1830562,0.0,0.0,1.4568444,1.0277934000000002,0.0,0,1.2115936999999999,0.6093012,0.0,1.0694268999999998,0.8366051999999999,0.0,0.34624958,0.0,0.15127258,0.0,0.94863224,0.0,"You need to improve your atmosphere. And drink quality wasn't good. The service was one thing you need to take into account. In terms of tea ingredients. The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, jasmine tea was/were not good as other tea shops, we suggest you improve that part. ","In terms of tea ingredients. Boba and bubble you made are popular. In the tea type aspect, we found that the following tea types black tea, matcha tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
390,LrX9ZV8h7RDBPCYxgXQUHQ,Presotea,650 W 41st Avenue,Vancouver,BC,V5Z 2M9,49.23140967,-123.11718,3.5,8,1,"Food, Bubble Tea",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9:30-19:0,9:30-19:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-19:0,11:0-18:0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0438302000000004,3.2427737999999997,0.0,3.4649796000000004,0.0,0.0,0.0,0.0,3.6479218,4.029022,0.0,0.0,0.0,0.0,4.8506517,0.0,0.0,0.0,0.0,0.0,,3.1930379,3.4649796000000004,,3.6902662669999997,4.8506517,3.799733867,0,12,1,0,9,1,0,0,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3396645,1.3803521,0.0,0.0,0.0,0.0,0.0,0,0.57759714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We found Food quality wasn't good. And drink quality wasn't good. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ",
391,hBoEIklIFQecOCgVJukFdQ,Rong Rong Tea House,74 8th Street,New Westminster,BC,V3M 5Z5,49.202649,-122.91373899999999,3.5,11,1,"Chinese, Sushi Bars, Food, Taiwanese, Tea Rooms, Bubble Tea, Restaurants",TRUE,Noparking,TRUE,None,None,None,None,None,None,None,None,TRUE,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,63.0,0.0,3.0926456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.657932,1.7446171000000001,0.0,4.328119,2.4267757000000003,0.0,0.0,0.0,3.6072782999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6089623,3.0926456,3.0951923239999997,4.328119,2.4267757000000003,3.6072782999999995,3.6089623,3.3598288710000004,1,17,3,3,5,10,0,1,0,0,0,0,0,0,0,12,5,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2656952,0.6876840999999999,0.0,0.15638370000000001,1.7196287000000001,0.0,0.0,0,0.85554504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63014764,"And drink quality wasn't good. The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The food are very delicious. The price you set are reasonable, customers praise the price a lot. "
392,xrknhNNYNNSLfsHk5iX69g,Tapioca House,1906 Guadalupe St,Austin,TX,78705,30.282417,-97.7423281,3.0,220,1,"Coffee & Tea, Restaurants, Bubble Tea, Food, Taiwanese",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,TRUE,None,None,TRUE,average,none,FALSE,FALSE,"{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: True, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,None,FALSE,FALSE,FALSE,None,None,FALSE,None,None,None,None,None,yes_free,None,0:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,12:0-0:0,77.0,3.3095999,4.004823,2.9294949,0.0,3.7496513999999994,0.0,3.6241972000000002,3.794973,4.952876,3.1649451,3.1098585,3.1537838,3.4119029999999997,2.7378786,3.1749136,3.1661935000000003,0.0,3.6805922999999994,3.7067027,4.7084465,3.8490290000000003,3.7889729,0.0,3.8958232,0.0,4.1658916,0.0,3.9688693999999995,4.048968299999999,3.4399796,3.1449455060000004,3.4119029999999997,2.7378786,3.7207420239999998,3.902725464,3.393029032,15,314,34,54,183,84,6,5,4,0,2,0,1,1,1,200,114,5,34,54,17,15,0,71,93,2,17,32,0,18,0,2,0,18,14,1.0246447,0.59762377,0.93581736,0.0,0.32559443,0.0,0.0,0.0,0.0,1.1034263000000002,1.1666191000000001,1.275526,0.8452864,1.3282976,1.3325675,1.2176173000000001,0,1.0614451,1.0286322,0.23764992,1.0455687,0.91464615,0.0,1.1469892,0.0,0.14657044,0.0,0.7934224,0.7475555,"Seems like you need to work hard on improving your atmosphere, environment and ambiance etc. We found Food quality wasn't good. And drink quality wasn't good. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, black tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","You are doing great at ambiance aspect, keep going! In terms of tea ingredients. People love your rainbow jelly. In the tea type aspect, we found that the following tea types matcha tea, jasmine tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
393,go6pZHE2fCXFdO-ue1bH1g,Tealosophy,3 N Beacon St,Boston,MA,2134,42.3537694,-71.13750259999999,4.0,95,0,"Bubble Tea, Juice Bars & Smoothies, Shaved Ice, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,free,FALSE,TRUE,None,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,72.0,4.1844187,4.3768373,4.4884905999999996,4.1333,0.0,4.8172026,3.3127651,0.0,0.0,3.133676,3.7822117999999993,4.5237264999999995,3.5676690000000004,4.013012000000001,1.6377833000000002,3.7193739999999997,0.0,3.9091086,3.991627,3.4775739999999997,3.5862712999999995,3.8752047999999997,0.0,4.5742636,0.0,0.0,3.1361785,0.0,4.2495384000000005,4.338130176,3.7139448739999996,3.5676690000000004,4.013012000000001,3.8694644260000004,3.931877156,3.9056829389999996,17,19,9,11,110,54,4,12,1,1,0,1,6,0,0,2,17,2,9,11,1,1,0,41,45,3,21,40,0,7,0,0,4,0,3,0.76834095,0.6807522,0.0,0.0,0.0,0.0,1.0714671999999998,0.0,0.0,0.5247688,1.2781452,0.30278778,1.0846753,1.1650340000000001,0.0,0.0,0,0.93830574,0.93734133,1.3497611,1.094495,1.1273313999999999,0.0,0.40414327,0.0,0.0,1.2726008,0.0,0.51509744,"You need to improve your environment. Some people complained about your desserts, we suggest pay more attention on your desserts. We found Food quality wasn't good. In terms of tea ingredients. We suggested you to improve rainbow jelly. The taro you made was not better than other shops, try to improve the taste of taro. Herbal jelly was not good as expected. We suggest you change the herbal materials. In terms of tea type, we found that the following tea types green tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. In the tea type aspect, we found that the following tea types black tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
394,5tc6GTuUWvl-FiwPIbe7iQ,IBubbleTea,"609 Clayton Ln, Ste 110",Austin,TX,78752,30.3237172,-97.7135165,2.5,10,1,"Restaurants, American (New), Food, Asian Fusion, Bubble Tea, Coffee & Tea",TRUE,"{garage: True, street: False, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,FALSE,TRUE,TRUE,None,quiet,none,TRUE,None,None,None,None,None,FALSE,FALSE,FALSE,None,TRUE,None,FALSE,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0782862,2.5733580000000003,2.9739757,0.0,1.4998186000000002,0.0,0.0,0.0,0.0,3.0281951,0.0,3.281289,0.0,0.0,0.0,0.0,2.1042745,0.0,0.0,0.0,,2.7897557999999996,,1.4998186000000002,3.0742121730000003,2.1042745,2.3670152680000003,0,7,0,1,11,1,0,0,0,0,0,0,0,0,0,3,4,2,0,1,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4557886,0.9922415000000001,1.0170542999999999,0.0,0.0,0.0,0.0,0,0.0,1.1127601,0.0,1.3243679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We found Food quality wasn't good. And drink quality wasn't good. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","Has free WiFi is great for improving the rating of reviews, keep going! "
395,pKagla3IhdLR11L1bb1PFw,Baod Up - UT West Campus,"2222 Rio Grande St, Ste 190",Austin,TX,78705,30.286549199999996,-97.7456595,4.0,56,1,"Comfort Food, Chinese, Asian Fusion, Noodles, Restaurants, Food, Breakfast & Brunch, Bubble Tea",TRUE,"{garage: True, street: False, validated: True, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,FALSE,TRUE,None,none,TRUE,FALSE,"{touristy: None, hipster: None, romantic: None, divey: None, intimate: None, trendy: True, upscale: None, classy: None, casual: True}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,FALSE,TRUE,FALSE,None,FALSE,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,60.0,0.0,4.5921946,0.0,0.0,0.0,0.0,3.7477117,0.0,0.0,3.4688906999999998,3.1126554,0.0,3.3810910000000005,3.355124,2.586864,0.0,0.0,3.5580513,3.3679059000000002,0.0,0.0,4.866624,0.0,4.3145766,0.0,4.866624,0.0,0.0,0.0,4.5921946,3.452698186,3.3810910000000005,3.355124,3.44396406,4.6826082,3.817946674,1,44,8,8,5,3,0,1,0,0,0,0,1,0,0,42,2,0,8,8,2,0,0,2,3,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1726359,0.8388598,0.0,1.2286988,1.1937149999999999,0.5835477,0.0,0,0.63922477,0.83964294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We found Food quality wasn't good. And drink quality wasn't good. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","Has free WiFi is great for improving the rating of reviews, keep going! "
396,TG9q9oor-7eyU1NjFqw_aw,bobablastic,7875 SE 13th Ave,Portland,OR,97202,45.46749504,-122.65332959999999,3.5,13,1,"Food Trucks, Bubble Tea, Food",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-18:30,11:30-18:30,11:30-18:30,11:30-18:30,11:30-18:30,11:30-18:30,11:30-18:30,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6577733,1.1768691999999998,4.803746,0.0,1.2353096000000001,1.6638686999999999,0.0,0.0,2.2459013,3.4526281,0.0,4.830638400000001,4.6505527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.037547275,,1.2353096000000001,3.343634068,4.6505527,3.0667609110000003,0,4,0,2,19,1,0,0,0,0,0,0,0,0,0,3,1,1,0,2,1,0,0,4,13,0,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3836625,0.0,0.0,0.0,0.09574008,0.0,0.0,0,0.5844125,1.3408433000000002,0.0,0.026891707999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ",The food are very delicious. In terms of tea ingredients. Tora in the tea is delicious. 
397,AZBL4ZwWyUjqmC1wAjWSNA,Lucky Bite 鐏忓繐鍨㈤柆?1967 SW 4th Ave,Portland,OR,97201,45.50897682,-122.6814548,4.0,16.0,0,"Chinese, Burgers, Bubble Tea, Food Trucks, Restaurants, Food Court, Food",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,no,None,TRUE,None,TRUE,None,None,None,TRUE,None,None,FALSE,TRUE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,None,48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6469970000000003,2.7876759,0.0,0.0,3.7321484,0.0,0.0,0.0,3.6874165999999997,3.4907002,0.0,3.0233807999999995,4.7568655,0.0,3.3880386,0.0,3.2913837,0.0,3.8683572,3.5487550000000003,,3.539581863,,3.7321484,3.537633164,3.606909893,3.60406833,0,16,0,6,11,14,0,0,0,0,0,0,0,0,0,14,2,0,0,6,0,0,0,5,5,0,1,1,0,4,0,4,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880431999999999,0.017315268999999998,0.0,0.0,1.484233,0.0,0.0,0,0.8042159999999999,1.1285372999999999,0.0,0.0,0.0,0.0,1.2755045,0.0,0.9438474,0.0,0.95783275,0.0,"And drink quality wasn't good. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? In terms of tea type, we found that the following tea types black tea, matcha tea was/were not good as other tea shops, we suggest you improve that part. ","The food are very delicious. Services you provided are great, beyond the average. In the tea type aspect, we found that the following tea types jasmine tea was/were more popular than other shops! "
