,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,BusinessParking,RestaurantsDelivery,WiFi,Caters,BikeParking,RestaurantsPriceRange,BusinessAcceptsCreditCards,OutdoorSeating,WheelchairAccessible,DogsAllowed,GoodForKids,NoiseLevel,Alcohol,HasTV,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,GoodForMeal,RestaurantsAttire,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,ByAppointmentOnly,BYOB,DriveThru,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,BYOBCorkage,AcceptsInsurance,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekhour
196,gidkmbZwqiFgyoS9k-dmOw,Kings Bakery,2346 SE 82nd Ave,Portland,OR,97216,45.5056975,-122.5784165,4,92,1,"Coffee & Tea, Food, Chinese, Bubble Tea, Restaurants, Bakeries, Patisserie/Cake Shop",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,no,TRUE,TRUE,None,TRUE,FALSE,None,None,TRUE,quiet,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,None,casual,None,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,54
197,s_MFqjt_2psSdvWTLhOKmA,Zero Degrees,"8220 SE Harrison St, Ste 3",Portland,OR,97216,45.50792,-122.57811,2.5,356,1,"Food, Coffee & Tea, Juice Bars & Smoothies, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,FALSE,None,FALSE,TRUE,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,59
198,ysdjJlbPEqkOzsSrPDQwMQ,4 Seasons Boba Tea,196 Shirley Ave,Revere,MA,2151,42.407735,-70.99357,4.5,24,1,"Juice Bars & Smoothies, Food, Bubble Tea, Shaved Ice",None,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0,68
199,NHQEgcRpFdbPgwKKmuQs3A,teamo tea cafe,"5920 Roswell Rd, Ste A107",Sandy Springs,GA,30328,33.917158,-84.379878,4,198,1,"Coffee & Tea, Desserts, Food, Bubble Tea",TRUE,None,TRUE,free,FALSE,FALSE,None,TRUE,FALSE,TRUE,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,FALSE,None,None,None,None,None,None,None,None,11:0-19:0,None,11:0-19:0,11:0-19:0,11:0-19:0,12:0-20:0,12:0-20:0,48
200,eURL3fE6EQeeH81-XBr0HA,Brew Dr Teahouse - Alberta,2223 NE Alberta St,Portland,OR,97211,45.5592053,-122.6423567,4,382,0,"Food, Kombucha, Bubble Tea, Coffee & Tea, Health & Medical, Tea Rooms, Herbal Shops",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,free,FALSE,TRUE,None,TRUE,TRUE,TRUE,FALSE,TRUE,average,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,FALSE,0:0-0:0,None,9:0-17:0,9:0-17:0,9:0-18:0,9:0-18:0,9:0-17:0,42
201,9696WXlj9UsuFykiTOX7Wg,Wang Ji Restaurant Cafe,470-9100 Blundell Road,Richmond,BC,V6Y 3X9,49.154142,-123.124236,3,35,1,"Food, Cantonese, Taiwanese, Bubble Tea, Asian Fusion, Restaurants, Chinese",TRUE,"{garage: True, street: False, validated: False, lot: False, valet: False}",FALSE,no,TRUE,TRUE,None,None,FALSE,TRUE,None,TRUE,average,beer_and_wine,FALSE,TRUE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,30
202,bHxJqTOwrOtCYewGFEJ7Mw,Tbaar,1038 Beacon St,Brookline,MA,2446,42.3460198,-71.1086673,4,136,1,"Food, Coffee & Tea, Juice Bars & Smoothies, Desserts, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,FALSE,None,TRUE,None,FALSE,FALSE,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-18:0,11:0-21:0,11:0-21:0,11:0-21:0,67
203,TdEhelHFOvYUDyghyLJRqg,Chibis Boba,6437 S Chicksaw Trl,Orlando,FL,32829,28.4706742,-81.26737291,4.5,73,0,"Food, Desserts, Bubble Tea, Coffee & Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-21:0,12:0-18:0,71
204,wvMm_94zrE00woqKxi0QRw,Kung Fu Tea,3 Pleasant St,Malden,MA,2148,42.42667865,-71.06737892,3.5,151,1,"Juice Bars & Smoothies, Food, Bubble Tea, Coffee & Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,TRUE,TRUE,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-18:0,11:0-21:0,11:0-21:0,11:0-21:0,67
205,T8tWS6z0mnMoMiu97OHMVg,T-Fresh,160-8351 Alexandra Road,Richmond,BC,V6X 1C3,49.1789522,-123.131398,2.5,11,1,"Food, Desserts, Taiwanese, Restaurants, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",FALSE,free,FALSE,None,None,None,FALSE,TRUE,None,None,None,none,TRUE,FALSE,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,14:0-0:0,12:0-0:0,12:0-23:0,69
206,#NAME?,Old School Coffee,8101 SE Division St,Portland,OR,97206,45.505278,-122.579787,3.5,18,1,"Food, Coffee & Tea, Breakfast & Brunch, Bakeries, Restaurants, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7:30-20:0,None,None,None,None,None,None,12.5
207,r_3c4veGoHCXFUDuB-WfdA,Mr Mustache Bubble Tea,8079 Granville Street,Vancouver,BC,V6P 4Z5,49.21250706,-123.1406185,4.5,114,1,"Food, Bubble Tea, Tea Rooms, Juice Bars & Smoothies, Coffee & Tea, Desserts",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,None,FALSE,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,72
208,Ynaxge3h4WwlD0IzwEcghQ,108 Bar N Grill,10845 NE Halsey St,Portland,OR,97220,45.5336907,-122.5505494,4,34,1,"Bars, Asian Fusion, Sports Bars, Bubble Tea, Nightlife, Food, Restaurants",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,free,None,FALSE,None,TRUE,TRUE,None,None,FALSE,None,full_bar,TRUE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,None,None,None,None,None,None,None,None,None,"{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}",None,None,None,None,12:0-0:0,12:0-0:0,12:0-0:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-0:0,90
209,NsQv7B1c8sr6qpC__3HNVw,Yifang Taiwan Fruit Tea,4020 Cambie Street,Vancouver,BC,V5Z 2X8,49.249792,-123.115187,4,25,0,"Restaurants, Juice Bars & Smoothies, Taiwanese, Food, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",TRUE,free,None,TRUE,None,None,None,TRUE,FALSE,None,None,None,None,None,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: True, casual: False}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:30,12:0-21:30,12:0-21:0,64
210,OTQixKEJ3hN9MJUrXZzxBg,Blue Circle Coffee & Tea,"530 SW 205th Ave, Ste 100",Beaverton,OR,97006,45.5160874,-122.8874296,4.5,212,1,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch, Bubble Tea",None,"{garage: False, street: None, validated: False, lot: None, valet: False}",None,free,FALSE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,average,none,FALSE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: True, breakfast: True}",casual,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,8:30-15:0,8:30-15:0,8:30-15:0,8:30-15:0,8:0-15:0,8:0-15:0,40
211,bcPn0-0eac7owZVtkcpwxg,Bubble World,10090 152 Street,Surrey,BC,V3R 8X8,49.1857462,-122.8004847,3,79,1,"Restaurants, Taiwanese, Chinese, Food, Bubble Tea, Coffee & Tea",TRUE,"{garage: False, street: None, validated: False, lot: True, valet: False}",TRUE,no,FALSE,TRUE,None,TRUE,FALSE,None,None,TRUE,loud,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: True, upscale: False, classy: False, casual: False}",TRUE,"{dessert: True, latenight: True, lunch: False, dinner: True, brunch: False, breakfast: False}",casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0,100
212,#NAME?,Monster Cafe,"5164 Buford Hwy NE, Ste B",Doraville,GA,30340,33.89364241,-84.28412348,4,64,0,"Bubble Tea, Desserts, Salad, Restaurants, Creperies, Food, Japanese, Ice Cream & Frozen Yogurt",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",FALSE,free,FALSE,FALSE,None,TRUE,FALSE,TRUE,FALSE,TRUE,quiet,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,12:0-0:0,12:0-0:0,81.5
213,PYA0ZClDkEut_ni4WGlGow,Le Muse Coffee Bar,505 Wynnpage Dr,Dripping Springs,TX,78620,30.17192,-98.089283,5,53,1,"Bakeries, Restaurants, Breakfast & Brunch, Cupcakes, Bagels, Juice Bars & Smoothies, Bubble Tea, Coffee & Tea, Food, Food Trucks",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",FALSE,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,TRUE,TRUE,quiet,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,None,casual,FALSE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,7:0-15:0,7:0-15:0,7:0-15:0,7:0-12:0,7:0-15:0,7:0-15:0,45
214,H3ElOa5S9infarI4cicg0g,Old Street,4729 Kingsway,Burnaby,BC,V5H 2C3,49.2282553,-122.9982853,3,29,1,"Bubble Tea, Food, Taiwanese, Asian Fusion, Restaurants, Chinese",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,no,None,TRUE,None,None,FALSE,TRUE,None,None,None,None,TRUE,TRUE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,TRUE,TRUE,None,None,FALSE,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,77
215,dpm0wouKU0b1Lr0nrzN8kg,Chatime East Vancouver,2740 E Hastings Street,Vancouver,BC,V5K 1Z9,49.280968,-123.048731,3,28,1,"Coffee & Tea, Bubble Tea, Food, Juice Bars & Smoothies",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",TRUE,free,FALSE,FALSE,None,None,FALSE,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-0:30,69.5
216,hw_JGMnE_bK4Bqknh12C0Q,Kumme Cafe,"1610 Robson Street, Unit 104",Vancouver,BC,V6G 1C7,49.2894022,-123.1328056,5,58,0,"Food, Bubble Tea, Restaurants, Cafes, Juice Bars & Smoothies",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30,56
217,PH01oebzRG0mNoAFoQYeAA,Ez Freezy,81-1900 McLoughlin Blvd,Oregon City,OR,97045,45.368203,-122.599875,3,12,1,"Bubble Tea, Ice Cream & Frozen Yogurt, Food",TRUE,Noparking,TRUE,free,None,None,None,TRUE,None,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,56
218,UQtW8hhglfMf95gaJHAPlA,ZenQ Ironwood,#110 - 10880 No.5 Road,Richmond,BC,V6W 0B3,49.1337092,-123.0915167,4,8,1,"Desserts, Restaurants, Waffles, Bubble Tea, Food",TRUE,"{garage: True, street: True, validated: False, lot: True, valet: False}",TRUE,free,TRUE,TRUE,None,None,TRUE,TRUE,FALSE,None,None,none,TRUE,FALSE,None,None,None,None,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,12:0-19:0,12:0-19:30,12:0-19:30,12:0-19:30,12:0-19:0,12:0-20:30,12:0-19:30,52.5
219,wjRX5c9Dbi2xPO4AAq3EGA,Fruity,77 Harvard Ave,Boston,MA,2134,42.3536422,-71.1324463,4.5,31,1,"Food, Juice Bars & Smoothies, Bubble Tea, Coffee & Tea",TRUE,"{garage: None, street: True, validated: False, lot: False, valet: False}",TRUE,free,None,TRUE,None,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,66.5
220,E3AlrXu1Y7Kz9W8eMSMdNQ,Chow Bing,"3330 Piedmont Rd NE, Ste 22B",Atlanta,GA,30305,33.84619366,-84.37346551,3.5,236,0,"Gluten-Free, Restaurants, Bars, Chinese, Bubble Tea, Taiwanese, Asian Fusion, Nightlife, Food, Pan Asian",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,average,none,TRUE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}",casual,FALSE,FALSE,FALSE,None,None,None,None,no,FALSE,"{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}",None,FALSE,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,79
221,TA-BU_bSMCAy-XPPErRU_w,Anna Thai Basil,1001-1069 SW Alder St,Portland,OR,97205,45.52081417,-122.6814945,4.5,105,0,"Food Trucks, Restaurants, Food, Food Stands, Thai, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,no,FALSE,TRUE,None,TRUE,FALSE,None,None,TRUE,average,none,TRUE,FALSE,"{touristy: True, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0,65
222,zieUodakLeMjNuUBY3O8zg,Tasty Pot,194 Harvard Ave,Boston,MA,2134,42.3508414,-71.1309751,4,210,1,"Hot Pot, Bubble Tea, Restaurants, Food, Taiwanese",TRUE,"{garage: None, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,average,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,TRUE,FALSE,None,FALSE,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,70
223,QnQCuyh1s5db42ipkbW4Fw,Gong Cha,"2100 E Colonial Dr, Unit D",Orlando,FL,32803,28.55275677,-81.35510006,3.5,15,1,"Bubble Tea, Food, Juice Bars & Smoothies, Coffee & Tea",None,Noparking,None,free,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,72
224,7_Lk-vB-JjiAVOmeRFI--Q,Java Man Coffee,504 SW 4th Ave,Portland,OR,97204,45.5196899,-122.6756741,4,36,1,"Bagels, Bubble Tea, Coffee & Tea, Restaurants, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,no,FALSE,TRUE,None,TRUE,FALSE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,6:0-17:0,6:0-12:45,6:0-17:0,6:0-17:0,6:0-17:0,None,None,50.75
225,IMy20Tbzh2KrZ-omDmCvgw,TeaLab,1-1180 Pinetree Way,Coquitlam,BC,V3B 7L2,49.28132964,-122.7937134,4,11,0,"Bubble Tea, Coffee & Tea, Food",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,free,FALSE,None,None,None,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,13:0-23:0,13:0-23:0,13:0-23:0,66
226,7EetYbY26khQMzAOmlxL0w,BobaBlastic,8145 Se 82nd Ave,Portland,OR,97266,45.4636025,-122.5796078,3.5,54,1,"Bubble Tea, Food Trucks, Juice Bars & Smoothies, Food",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",TRUE,no,None,TRUE,None,TRUE,None,None,None,None,None,none,None,None,None,None,"{dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:30,11:30-20:30,11:30-20:30,61
227,qApPhHiL3n_DbjEj4bkPUg,Lollicup,"1095 Commonwealth Avenue, Ste 211",Boston,MA,2215,42.35244423,-71.12540311,3.5,130,0,"Restaurants, Food, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",FALSE,no,FALSE,TRUE,None,FALSE,FALSE,None,None,TRUE,loud,none,None,FALSE,"{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}",TRUE,None,casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,79
228,i7ybVsoTF1L_Dh8TmJokQQ,Sharetea,2828 Cambie Street,Vancouver,BC,V5Z 2V5,49.25996,-123.1147678,4,43,1,"Restaurants, Cafes, Taiwanese, Food, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea",TRUE,"{garage: None, street: True, validated: None, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-17:0,74
229,s3M9PPUoqDQrBhaBqWzbHg,Chance Cafe,3424 Commercial Street,Vancouver,BC,V5N 2E9,49.2538253,-123.067787,4.5,28,1,"Restaurants, Coffee & Tea, Cafes, Bubble Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,free,TRUE,TRUE,None,None,TRUE,TRUE,FALSE,TRUE,None,none,None,FALSE,None,None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,36
230,JnM3ClVTEKQr82GmicNGaQ,Oh My Tea,1441 Hancock St,Quincy,MA,2169,42.2490036,-71.0024506,4,63,0,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,no,FALSE,FALSE,None,TRUE,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,12:30-21:0,12:0-19:0,12:0-19:0,54.5
231,1EBrCfGD2Dv9QpVphsXAqw,Ramen Fukuya,"1914 Guadalupe St, Ste A",Austin,TX,78705,30.28263702,-97.74233116,3,140,0,"Japanese, Food, Bubble Tea, Ramen, Teppanyaki, Restaurants",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",FALSE,free,FALSE,TRUE,None,TRUE,FALSE,TRUE,None,TRUE,average,none,FALSE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,12:0-0:0,12:0-22:0,79
232,dBEr7RLilPrgTCM2GxJcKA,Love Art Sushi,1 Haviland St,Boston,MA,2115,42.34662,-71.08747,4,312,1,"Hawaiian, Bubble Tea, Poke, Food, Restaurants, Japanese, Sushi Bars",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,average,none,FALSE,FALSE,"{touristy: False, hipster: True, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}",casual,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,80.5
233,dIADMv4TVrObl9TaMN9YBg,Oolong Yuan Cafe,8680 SW Canyon Rd,Portland,OR,97225,45.497744,-122.7666263,4,161,0,"Coffee & Tea, Sandwiches, Restaurants, Food, Noodles, Taiwanese, Bubble Tea",None,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,free,TRUE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,quiet,none,TRUE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: True, brunch: True, breakfast: False}",casual,TRUE,None,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,17:0-20:30,None,17:0-20:30,17:0-20:30,17:0-20:30,17:0-20:30,17:0-20:30,21
234,Pl3NkmAEsNFhik6m3Pemsw,Royaltea Portland,5253 SE 82nd Ave,Portland,OR,97266,45.48448,-122.579618,4,37,1,"Coffee & Tea, Juice Bars & Smoothies, Food, Bubble Tea",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,FALSE,TRUE,None,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,11:0-21:0,11:0-21:0,65
235,BKFCBZTkLuIFy4VbNRzHkw,Rad Tea Room,80-678 Dunsmuir Street,Vancouver,BC,V7Y 1K8,49.2831496,-123.116548,4,47,0,"Bubble Tea, Waffles, Juice Bars & Smoothies, Tea Rooms, Food, Restaurants, Desserts",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,free,FALSE,TRUE,None,None,None,TRUE,None,TRUE,None,None,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,9:0-22:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-22:0,11:0-22:0,68
236,jfuZ5FmAkEEKC1NxiBfiUQ,Milk Tea Cafe,"3242 N John Young Pkwy, Sta A",Kissimmee,FL,34741,28.3469195,-81.4221503,4,74,1,"Restaurants, Ramen, Bubble Tea, Japanese, Taiwanese, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,None,None,None,TRUE,None,None,FALSE,None,quiet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,79
